Rank,Entity,Frequency,Num_Articles
60287,Quảng Tây Trung Quốc,1,1
60288,Canarval Hạ Long,1,1
60289,Tày Bình Liêu,1,1
60290,Sader,1,1
60291,Yulia,1,1
60292,David Lebryk,1,1
60293,Mark Uyeda,1,1
60294,Báo Al,1,1
60295,Araby Al,1,1
60296,Trung Đông Witkoff,1,1
60297,Jarbas Barbosa,1,1
60298,Leticia Ruíz,1,1
60299,Thầu Sảng,1,1
60300,Lưu Văn Thuyền,1,1
60301,Danh Onl,1,1
60302,Giồng Đá,1,1
60303,Chầm,1,1
60304,Chà Pây,1,1
60305,Đơm,1,1
60306,Lơng,1,1
60307,Néak Tà,1,1
60308,Saintard,1,1
60309,Bãi Xào,1,1
60310,Lazo Hernandez,1,1
60311,Ðịnh An,1,1
60312,Nguyễn Ngọc Giang,1,1
60313,Hà Ngọt,1,1
60314,Ngọc Vấn,1,1
60315,Taoyuan,1,1
60316,Mr. Brown,1,1
60317,Tangweigou,1,1
60318,Jiaoxi,1,1
60319,Tháp Taipei,1,1
60320,Tiền Lệ,1,1
60321,Ninh Cường,1,1
60322,Ninh Cơ,1,1
60323,Antonovich,1,1
60324,Sadovnichy,1,1
60325,Yuryevich Anisimov,1,1
60326,Yuryevich,1,1
60327,Anisimov,1,1
60328,Bebinca,1,1
60329,Võ Văn Phúc,1,1
60330,Hoàng Thúy Hạnh,1,1
60331,J106,1,1
60332,Viết Chánh,1,1
60333,Clancy,1,1
60334,Nature Network,1,1
60335,Daughters,1,1
60336,Trần Yến,1,1
60337,Ngũ Tô,1,1
60338,Jac,1,1
60339,Giải Jac,1,1
60340,Seniors,1,1
60341,Vũ Ngọc Tuệ,1,1
60342,Lâm Giải,1,1
60343,Maryam,1,1
60344,Lê Giải,1,1
60345,Km278,1,1
60346,Lương Thanh Tùng,1,1
60347,Km160,1,1
60348,Km164,1,1
60349,Km166,1,1
60350,Km163,1,1
60351,Chá Thào,1,1
60352,Tò,1,1
60353,Nà Chì,1,1
60354,Trần Mạnh Lợi,1,1
60355,Sùng Sáy,1,1
60356,Chí Dùa,1,1
60357,Lý Trung Kiên,1,1
60358,Lợi Sơn,1,1
60359,Yên Lào,1,1
60360,Cao Lanh,1,1
60361,Bùi Ngọc Giang,1,1
60362,Chúc Phúc,1,1
60363,Phước Huệ,1,1
60364,Michael Mina,1,1
60365,Nguyễn Thị Mai Hoàn,1,1
60366,Farhan Haq,1,1
60367,Couleurs Culturelles,1,1
60368,Course,1,1
60369,Francophonie,1,1
60370,Mauricio Carvalho,1,1
60371,Lyrio,1,1
60372,An toàn khu,1,1
60373,Ly Thanh Tai,1,1
60374,Lê Hữu Thắng,1,1
60375,Nguyễn Hồng Dương,1,1
60376,Tầm Hưng,1,1
60377,Phan Lý,1,1
60378,Đặng Thị Mãnh,1,1
60379,Bình Khởi,1,1
60380,Phan Hải,1,1
60381,Mì Quảng,1,1
60382,Nhà Veranda,1,1
60383,Draft Beer,1,1
60384,Chợ Quê,1,1
60385,Đông Bắc Nigeria,1,1
60386,Buni Gari,1,1
60387,Boko Haram,1,1
60388,Katsina,1,1
60389,Tinubu,1,1
60390,Boko,1,1
60391,Oran,1,1
60392,Ard Chebatt,1,1
60393,linh khí,1,1
60394,Tống Phúc Chiếu,1,1
60395,Lò Vôi,1,1
60396,Tàu Bể,1,1
60397,Nậm Loỏng,1,1
60398,Đào Ngọc Sơn,1,1
60399,Hà Thị Phương Anh,1,1
60400,Bùi Hữu Cam,1,1
60401,Riêng Thạnh,1,1
60402,Vet,1,1
60403,Nguyễn Văn Bể,1,1
60404,Xi Măng,1,1
60405,Chiềng Pấc,1,1
60406,Công Bỉnh,1,1
60407,Vũ Thị Thái,1,1
60408,Chiềng Lề,1,1
60409,Núi Tượng,1,1
60410,Mary Simon,1,1
60411,Bình Lư,1,1
60412,Pắc Ta,1,1
60413,Hố Mít,1,1
60414,Hữu Tuyến,1,1
60415,Nikken,1,1
60416,Trịnh Việt,1,1
60417,Khu Liên Cơ,1,1
60418,Brand Footprint,1,1
60419,Footprint,1,1
60420,Phạm Long,1,1
60421,Lê Huy Thanh Hoàng,1,1
60422,Lê Văn Miến,1,1
60423,Trọng Huề,1,1
60424,Tây Bắc Yemen,1,1
60425,Gen Gurion,1,1
60426,Vũ Mai,1,1
60427,Shakker,1,1
60428,Heygen,1,1
60429,Videogen,1,1
60430,Trần Hữu Tú,1,1
60431,Tool,1,1
60432,Transcribe Audio,1,1
60433,điện tử,1,1
60434,Linkstar,1,1
60435,Yoolife,1,1
60436,Ðộng,1,1
60437,Quy Kỳ,1,1
60438,Kà Lưm,1,1
60439,Kà Lềnh,1,1
60440,Miềng,1,1
60441,Tuyên Hóa Trần Hữu Chức,1,1
60442,Sidon,1,1
60443,Lan Vương,1,1
60444,Trung Nhuận,1,1
60445,Xẻo Rắn,1,1
60446,Kênh Lấp,1,1
60447,Sa Kê,1,1
60448,Tàng Dù,1,1
60449,Kênh Lộ,1,1
60450,Lạc Địa,1,1
60451,Vàm Định,1,1
60452,Hòa Nghĩa,1,1
60453,Harf,1,1
60454,Pa Nai,1,1
60455,Tràng Vinh,1,1
60456,Panai,1,1
60457,Toà Thánh,1,1
60458,Lý Văn Kiều,1,1
60459,Nông Văn Nghiệp,1,1
60460,Nà Lẹng,1,1
60461,Trần Văn Thế,1,1
60462,Bọng,1,1
60463,Nguyễn Hồng Vệ,1,1
60464,Bảy Trị,1,1
60465,Viên An,1,1
60466,Tân Hưng Tây,1,1
60467,Yến Phi,1,1
60468,Sengkang,1,1
60469,Aljunied,1,1
60470,Tiến bộ,1,1
60471,Cheng Bock,1,1
60472,Đỗ Thị Lệ Giang,1,1
60473,Gold Rumi,1,1
60474,Picasso Latte,1,1
60475,Gold Motherland,1,1
60476,Sinh học,1,1
60477,Sách đỏ,1,1
60478,Hoàng Hữu,1,1
60479,Bronte Moules,1,1
60480,Silverwater,1,1
60481,Hội Bê,1,1
60482,Facbook,1,1
60483,Phó Giám,1,1
60484,Đồng Tháp Dương Thị Kim Dung,1,1
60485,Baker Hughes,1,1
60486,Simonelli,1,1
60487,Căng Ký,1,1
60488,Lìn,1,1
60489,Ma Li Pho,1,1
60490,Tà Tê,1,1
60491,Sen Dolta,1,1
60492,Lâm Phết,1,1
60493,Thị Ánh,1,1
60494,Lâm Thị Tiên,1,1
60495,Lâm Văn Cảnh,1,1
60496,Lê Xuân Hòa,1,1
60497,Hứa Mạnh,1,1
60498,Quang Hà Điện Biên,1,1
60499,Khánh Thìn,1,1
60500,Nguyễn Nhỵ,1,1
60501,Trương Văn Phú,1,1
60502,Bắc Sum,1,1
60503,PEDIA,1,1
60504,IQ,1,1
60505,Nutrikao,1,1
60506,Gain,1,1
60507,Nance,1,1
60508,A Digest,1,1
60509,Premium Grow,1,1
60510,Weigh,1,1
60511,Hito Grow,1,1
60512,Jacquemain,1,1
60513,Shabani,1,1
60514,Ali Bagheri,1,1
60515,Kani,1,1
60516,Martin Griffiths,1,1
60517,EURO,1,1
60518,El Calafate,1,1
60519,Neuquen,1,1
60520,Chubut,1,1
60521,Trần Thị Hồng Minh,1,1
60522,Vũ Mạnh Hùng,1,1
60523,Ellen,1,1
60524,Johnson Sirleaf,1,1
60525,Joyce Banda,1,1
60526,Samia,1,1
60527,Suluhu Hassan,1,1
60528,Nangolo Mbumba,1,1
60529,Hage,1,1
60530,Geingob,1,1
60531,Tây Nam Phi,1,1
60532,Phan Minh Viên,1,1
60533,Viết Vinh,1,1
60534,Võ Ngọc Kiên,1,1
60535,Đặng Mai Sơn,1,1
60536,Hà Văn Di,1,1
60537,Nguyễn Văn Danh,1,1
60538,Quang Điệp,1,1
60539,Quang Toàn,1,1
60540,Đinh Thị Thủy,1,1
60541,Văn Nhỏ,1,1
60542,Alita,1,1
60543,Tổng Bái Ân,1,1
60544,Tổng Bái,1,1
60545,Ân xưa,1,1
60546,Lê Tuấn Tửu,1,1
60547,Nguyễn Tấn Thủy,1,1
60548,Hải Thái,1,1
60549,Cùa,1,1
60550,House Spice,1,1
60551,Sovico Group,1,1
60552,Samruk,1,1
60553,Đông Kazakhstan,1,1
60554,Chu Đình Ngữ,1,1
60555,Khuổi Quân,1,1
60556,Km24,1,1
60557,Hà Việt Thái,1,1
60558,The National News,1,1
60559,Campana,1,1
60560,Paraná,1,1
60561,Meru,1,1
60562,Henry Mouhot,1,1
60563,Angkor Thom,1,1
60564,Obstructive,1,1
60565,Pulmonary Disease,1,1
60566,Victor Jara,1,1
60567,Rolando,1,1
60568,Alarcon,1,1
60569,Pu Péo,1,1
60570,Cao Văn Long,1,1
60571,Huỳnh Thiện,1,1
60572,Y Thông,1,1
60573,Nhật Hiển,1,1
60574,Phú Hiển Vinh,1,1
60575,Băng Dương,1,1
60576,Trường Nam,1,1
60577,Long Giao,1,1
60578,Tân Hạnh,1,1
60579,Lê Thanh Điền,1,1
60580,Vinh Đây,1,1
60581,Lê Phượng,1,1
60582,Đỗ Duy Thắng,1,1
60583,Hà Thị Hậu,1,1
60584,Icela Rodriguez,1,1
60585,Garcia Harfuch,1,1
60586,Device Manufacturer,1,1
60587,Fabless Design,1,1
60588,Tool Manufacturer,1,1
60589,Kristen Welker,1,1
60590,Minh Luyến,1,1
60591,Ðặt,1,1
60592,Ðang,1,1
60593,Đray Sáp,1,1
60594,Đoàn Lập,1,1
60595,Rajesh Agrawal,1,1
60596,Mastura,1,1
60597,Ahmad Mustafa,1,1
60598,BP,1,1
60599,Esmaeil Baghaei,1,1
60600,Nguyễn Vĩnh Nghi,1,1
60601,Dona Coop,1,1
60602,tài trợ,1,1
60603,Lâm Quang Phòng,1,1
60604,Biên Phú,1,1
60605,Thuận Phú,1,1
60606,Phú Riềng Đỏ,1,1
60607,Nguyễn Xuân Cừ,1,1
60608,Phương Mỹ,1,1
60609,Đỗ Văn Hoài,1,1
60610,Ngầu Anh,1,1
60611,Suối Tượng,1,1
60612,Trần Đức Sơn,1,1
60613,Bà Hào,1,1
60614,Ngô Văn Vinh,1,1
60615,Kiểm lâm,1,1
60616,Kim Ngọc Thái,1,1
60617,Ðá Nhảy,1,1
60618,Ven Sông,1,1
60619,Phiên họp,1,1
60620,Andrey Kuznetsov,1,1
60621,Hội Nam,1,1
60622,Nguyễn Thế Thịnh,1,1
60623,Đỗ Tân Khoa,1,1
60624,Mark Walton,1,1
60625,Camperdown,1,1
60626,Kađai,1,1
60627,Thái Ðen,1,1
60628,Hoàng Hiểu Phấn,1,1
60629,Hòa Lai,1,1
60630,Tùy Đường,1,1
60631,So Đủa,1,1
60632,Trần Văn Hiệu,1,1
60633,Km20,1,1
60634,Bắc Lũng,1,1
60635,Km118,1,1
60636,Ceballos,1,1
60637,Victor Munoz,1,1
60638,Arlindo Duarte,1,1
60639,Maguni,1,1
60640,Ludmila Maguni,1,1
60641,Thương Trung,1,1
60642,Nguyễn Hòa Đức,1,1
60643,Nguyễn Thị Tùy,1,1
60644,Đỗ Minh Tiến,1,1
60645,Đông Phát,1,1
60646,Hoàng Duy Hùng,1,1
60647,Gia Lương,1,1
60648,Bakayev,1,1
60649,Kuspan,1,1
60650,Cháu Khoa,1,1
60651,Kiều Văn Dương,1,1
60652,Hà Đức Anh,1,1
60653,Bùi Thị Huyền Vân,1,1
60654,Khải Quốc Bình,1,1
60655,7B,1,1
60656,Miron Claudia,1,1
60657,Klinova,1,1
60658,Đình Huấn,1,1
60659,Xóm Ruộng,1,1
60660,Foodtour,1,1
60661,Phó Vũ Thư,1,1
60662,Phó Khánh Chi,1,1
60663,Nhắn,1,1
60664,Berne,1,1
60665,Phó Đức Vạn,1,1
60666,Gàn,1,1
60667,Lội,1,1
60668,Noel Barrot,1,1
60669,Nguyễn Đức Thông,1,1
60670,Lê Văn Hiệu,1,1
60671,Trần Thị Mai Phương,1,1
60672,Việt Trung Dương,1,1
60673,Suansavanh Viyaket,1,1
60674,Loong Thảo,1,1
60675,Oóng,1,1
60676,Trọng Duy,1,1
60677,Trần Kim Thi,1,1
60678,Bá Lành,1,1
60679,Nguyễn Thu Tư,1,1
60680,Attaullah,1,1
60681,Tarar,1,1
60682,Technologies Austria,1,1
60683,Quảng Tây Liêu,1,1
60684,Đào Đức Việt,1,1
60685,Đào Đức,1,1
60686,Phạm Thị Thu Thủy,1,1
60687,Lê Minh Lịnh,1,1
60688,Võ Ái,1,1
60689,Trại Phú Hải,1,1
60690,Phạm Hữu Hoan,1,1
60691,Jongsoo Shin,1,1
60692,Alisher Mirzabaev,1,1
60693,Roland Treitler,1,1
60694,Somar Meteorologia,1,1
60695,Kumara Disanayaka,1,1
60696,11C,1,1
60697,Đan Nhiễm,1,1
60698,Vista Riverside,1,1
60699,Jalal Mamedov,1,1
60700,Gara Garayev,1,1
60701,Ajdar Ibrahimov,1,1
60702,Lê Bật Tư,1,1
60703,Tuy Lộc,1,1
60704,Vũ Thị Chay,1,1
60705,Thị Giang,1,1
60706,Rioverde,1,1
60707,Quintana Roo,1,1
60708,An Khang Holding,1,1
60709,Nguyễn Văn Mánh,1,1
60710,Quốc Bình,1,1
60711,Rum Ho,1,1
60712,Đào Trọng Huân,1,1
60713,Hoàng Thị Nga,1,1
60714,Đại Đội,1,1
60715,Ngô Thị Hằng,1,1
60716,Vân Hán,1,1
60717,Văn Hán,1,1
60718,Normandi,1,1
60719,David Vance,1,1
60720,Nancy Pelosi,1,1
60721,Đào Thị Thanh,1,1
60722,Đông Cả,1,1
60723,Đỉa,1,1
60724,A C.,1,1
60725,Sam Mostyn,1,1
60726,Richard Marles,1,1
60727,Penny Wong,1,1
60728,Michelle Rowland,1,1
60729,Mark Dreyfus,1,1
60730,Ed Husic,1,1
60731,Thị Hồng Duyên,1,1
60732,Countess Road,1,1
60733,Tufnell Park,1,1
60734,Leonorah Ward,1,1
60735,Daniel Formentin,1,1
60736,Zosia Lewis,1,1
60737,Jo Cox,1,1
60738,David Amess,1,1
60739,Ðức Duy,1,1
60740,Mai Phước,1,1
60741,Aspira,1,1
60742,Nguyễn Thị Hiên,1,1
60743,Seimy,1,1
60744,Stopirex,1,1
60745,Beufres,1,1
60746,Inod,1,1
60747,Bn,1,1
60748,Sare Comesticc,1,1
60749,Plummy,1,1
60750,Phú Mãn,1,1
60751,Võ Văn Phi,1,1
60752,Ngô Thế Ân,1,1
60753,Trần Lam,1,1
60754,Nam Kavkaz,1,1
60755,Leony Playnets,1,1
60756,Phùng Thị Kim,1,1
60757,Nguyễn Quốc Mạnh,1,1
60758,Việt Ðức,1,1
60759,Kim Trọng,1,1
60760,Hà Thị Bảy,1,1
60761,Tiến Trụ,1,1
60762,Lộc Tân,1,1
60763,Soh,1,1
60764,Materialise,1,1
60765,Jean Paul,1,1
60766,Cõng,1,1
60767,Đuổi,1,1
60768,Rỗng,1,1
60769,Suren Baghdasaryan,1,1
60770,Arusyak Manavazyan,1,1
60771,Lili Minasyan,1,1
60772,Hrachya Hakobyan,1,1
60773,Gegham Nazaryan,1,1
60774,Tigran Seiranian,1,1
60775,Movses Harutyunyan,1,1
60776,Aleksandr Mkhitaryan,1,1
60777,Gamlet Gevorgian,1,1
60778,Ajapnyak,1,1
60779,Davitashen,1,1
60780,Civil Treaty,1,1
60781,My Step,1,1
60782,Bokhee,1,1
60783,Lareboss,1,1
60784,Bùi Quốc Hoan,1,1
60785,Ngọc Lậu,1,1
60786,Yên Bằng,1,1
60787,Lê Công Thi,1,1
60788,Brò,1,1
60789,Lơng Khơng,1,1
60790,Officience,1,1
60791,Descartes,1,1
60792,Lê Thị Thảo Linh,1,1
60793,Semyon Narozhnyy,1,1
60794,Đồi Tròn,1,1
60795,Kần,1,1
60796,Ngô Minh Phương,1,1
60797,Vinpearl Hạ Long,1,1
60798,Phi Tướng,1,1
60799,Bùi Hữu Huy,1,1
60800,Games Vũ Mạnh Cường,1,1
60801,Tuấn Quỳnh,1,1
60802,Nguyễn Văn Huấn,1,1
60803,Đỗ Mạnh Lương,1,1
60804,Đỗ Tuấn Kiệt,1,1
60805,Anita Cajas,1,1
60806,Vinicio,1,1
60807,Bacuilima,1,1
60808,Maraksacha,1,1
60809,Manu Espinosa,1,1
60810,Cajas,1,1
60811,Avilas,1,1
60812,Luis Avilas,1,1
60813,Socio,1,1
60814,Bosque,1,1
60815,Favián Luna,1,1
60816,Tandayapa,1,1
60817,Alambi,1,1
60818,Mashpi Amagusa,1,1
60819,Doris Villalba,1,1
60820,Basantes,1,1
60821,Pichincha,1,1
60822,Vinicio Pérez,1,1
60823,Nambillo,1,1
60824,Yasuni,1,1
60825,Puffleg,1,1
60826,Gloria Parsons,1,1
60827,Patiño,1,1
60828,Ecuado,1,1
60829,Kirwan,1,1
60830,Tim Marlow,1,1
60831,Cotinga,1,1
60832,The Birds,1,1
60833,S. Ridgely,1,1
60834,29F,1,1
60835,Chu Mai Thanh Tùng,1,1
60836,Sam Rosmarin,1,1
60837,Rosmarin,1,1
60838,Martha Bibmann,1,1
60839,Joy Mukiri,1,1
60840,Hàn Phú Quốc,1,1
60841,Vải Sợi,1,1
60842,Đặng Thị Thúy,1,1
60843,Mai Thị Hương Giang,1,1
60844,Văn Điệp,1,1
60845,Illam,1,1
60846,Goertek,1,1
60847,Biên Hòa Nhận,1,1
60848,Ian Murray,1,1
60849,Bloomberg Intelligence,1,1
60850,Art View,1,1
60851,Thiện Hu,1,1
60852,Văn Công Danh,1,1
60853,Nậm Củm,1,1
60854,Chí Giá,1,1
60855,Quỳnh Diệm,1,1
60856,Phạm Thị Tám,1,1
60857,Đỗ Văn Hải,1,1
60858,Huỳnh Văn Biện,1,1
60859,Phú Tường,1,1
60860,Ngọc Travel,1,1
60861,Danny Danon,1,1
60862,Quds,1,1
60863,Dangdang,1,1
60864,Prompt Engineering,1,1
60865,Đặng Vũ Minh,1,1
60866,Wesola,1,1
60867,Tadeusz,1,1
60868,Kosciuszko,1,1
60869,Robert Fico,1,1
60870,Michalovce,1,1
60871,Sergio Mattarella,1,1
60872,Student Chie,1,1
60873,GSHT.,1,1
60874,Anh Vũ Tuấn,1,1
60875,Abdali,1,1
60876,Nguyễn Lâm Nguyên,1,1
60877,Tam Thịnh,1,1
60878,Hoa Bình Liêu,1,1
60879,Nguyễn Thị Kim Nhàn,1,1
60880,mầm non,1,1
60881,Phạm Thị Vân Hà,1,1
60882,Phạm Khôi Nguyên,1,1
60883,Nguyễn Thảo Nhi,1,1
60884,Hoàng Thị Thuần,1,1
60885,Xuân Nẻo,1,1
60886,Bằng Vân,1,1
60887,Thượng Quan,1,1
60888,Nà Phặc,1,1
60889,Bộc Bố,1,1
60890,Nhạn Môn,1,1
60891,Sỹ Bình,1,1
60892,Vũ Muộn,1,1
60893,Sóc Giang,1,1
60894,Pathum Thani,1,1
60895,Huỳnh Trực Nhân,1,1
60896,Algin,1,1
60897,Andaya,1,1
60898,Temuulen Chinges,1,1
60899,Arman,1,1
60900,Demigaya,1,1
60901,Hợp Giang,1,1
60902,Kim Ðồng,1,1
60903,Hang Phia,1,1
60904,Nọi,1,1
60905,Lũng Loỏng,1,1
60906,Tài Sli,1,1
60907,Dá,1,1
60908,Hà Lều,1,1
60909,Hoàng Bích Thu,1,1
60910,Ðôn Chương,1,1
60911,Sóc Hà,1,1
60912,Nguyễn Lâm Thị Tú,1,1
60913,Nặm Ngùa,1,1
60914,Nông Thanh,1,1
60915,Luống Nọi,1,1
60916,Bhnoong,1,1
60917,Cor,1,1
60918,Trung Đông Dương,1,1
60919,Tộc Bru,1,1
60920,Vil,1,1
60921,Bru Vân Kiều,1,1
60922,Achung,1,1
60923,Plư,1,1
60924,Amam,1,1
60925,Van Kieu,1,1
60926,Koh Kong,1,1
60927,Khăm Muồn,1,1
60928,Bến K,1,1
60929,Kim Tiến Sinh,1,1
60930,Neelum Jhelum,1,1
60931,Vyomika Singh,1,1
60932,Rawalakot,1,1
60933,Chakswari,1,1
60934,Bhimber,1,1
60935,Neelum,1,1
60936,Chakwal,1,1
60937,VKIST,1,1
60938,Polysaccharide,1,1
60939,Boehler,1,1
60940,Phạm Thành Trung,1,1
60941,Võ Thị Thanh,1,1
60942,Giấp,1,1
60943,Nguyễn Trọng Ánh,1,1
60944,Đặng Thị Lan,1,1
60945,Hưng Thủy,1,1
60946,Phu Mang,1,1
60947,Y TẾ,1,1
60948,Đại Hàn Dân,1,1
60949,Chistopher,1,1
60950,Troy Edgar,1,1
60951,Richard Grenell,1,1
60952,Grenell,1,1
60953,Fattah Al,1,1
60954,Burhan,1,1
60955,Tây Sudan,1,1
60956,Hamdan Dagalo,1,1
60957,Đông Bắc Phi,1,1
60958,Đại Nghiệp,1,1
60959,Phú Xuyện,1,1
60960,Nguyễn Mạnh Huy,1,1
60961,Lụa Vạn Phúc,1,1
60962,Mai Trọng,1,1
60963,Đền Thổ Châu,1,1
60964,Hòn Nhạn,1,1
60965,Phồn Xương,1,1
60966,Nác,1,1
60967,Lê Thế Sơn,1,1
60968,Hoshinoya Tokyo,1,1
60969,Hoshinoya,1,1
60970,Komon,1,1
60971,Nam Bình Xuyên,1,1
60972,Thăng Long Vĩnh Phúc,1,1
60973,Tipack,1,1
60974,Logictics,1,1
60975,Hà Quang Tiến,1,1
60976,Đồng Quế,1,1
60977,Đức Bác,1,1
60978,Đôn Nhân,1,1
60979,Phương Khoan,1,1
60980,Quang Yên,1,1
60981,Tử Du,1,1
60982,Xuân Lôi,1,1
60983,Đồng Ích,1,1
60984,Liễn Sơn,1,1
60985,Bàn Giản,1,1
60986,Hợp Châu,1,1
60987,Hướng Đạo,1,1
60988,Đạo Tú,1,1
60989,Xã Hội Thịnh,1,1
60990,Hoàng Đan,1,1
60991,Hoàng Lâu,1,1
60992,Tam Dương Bắc,1,1
60993,Đồng Tĩnh,1,1
60994,Tứ Trưng,1,1
60995,Thượng Trưng,1,1
60996,Kim Xá,1,1
60997,Tề Lỗ,1,1
60998,Đại Tự,1,1
60999,Yên Đồng,1,1
61000,Xã Nguyệt,1,1
61001,Hương Canh,1,1
61002,Xuân Lãng,1,1
61003,Đạo Đức,1,1
61004,Bình Tuyền,1,1
61005,Liên Bảo,1,1
61006,Khai Quang,1,1
61007,Tích Sơn,1,1
61008,Hội Hợp,1,1
61009,Tiền Châu,1,1
61010,Nam Viêm,1,1
61011,Karine Jean,1,1
61012,Paxlovid,1,1
61013,Đỗ Khắc Huỳnh,1,1
61014,Vương Đức Hinh,1,1
61015,Thị Ngọc Vân,1,1
61016,Vành Khuyên,1,1
61017,Trần Mai Tuyết,1,1
61018,Hà Phạm Thăng Long,1,1
61019,Lê Hương,1,1
61020,Cam Xã,1,1
61021,Dung Trà,1,1
61022,Xóm Đèn,1,1
61023,Măng Tôn Vũ Thị Ngọc Mai,1,1
61024,Vũ Thị Ngọc Mai,1,1
61025,Iệc,1,1
61026,Mai Thoan,1,1
61027,Dương Hiền,1,1
61028,Đông Bắc Cam,1,1
61029,Mô Po,1,1
61030,Mường Hoong,1,1
61031,Đỗ Văn Quang,1,1
61032,Mỹ Liễu,1,1
61033,Nông Trương,1,1
61034,Iagrai,1,1
61035,Mauricio Lyrio,1,1
61036,Celso Amorim,1,1
61037,Tomé,1,1
61038,Paul Beland,1,1
61039,Beland,1,1
61040,Mỹ Đáp,1,1
61041,Đoàn Canada,1,1
61042,Melanie Joly,1,1
61043,Krissten Hillman,1,1
61044,Jamieson Geer,1,1
61045,Đặng Đức Quy,1,1
61046,Franklin Cardillo,1,1
61047,Newspoll,1,1
61048,Salvation,1,1
61049,Richard Maude,1,1
61050,William Maloney,1,1
61051,Nich,1,1
61052,vô sản,1,1
61053,Annamite,1,1
61054,Do Dân,1,1
61055,Đặng Ngọc Đức,1,1
61056,Nhiệt điện,1,1
61057,Hoàng Ngọc Phượng,1,1
61058,Công Phong,1,1
61059,Lữ Quang Ngời,1,1
61060,Button,1,1
61061,Tống Khánh Hòa,1,1
61062,Phong Đông,1,1
61063,Vĩnh Bình Nam,1,1
61064,Doãn Báu,1,1
61065,Bồng Giang,1,1
61066,Lê Ngọc Phương,1,1
61067,Trọng Nguyên,1,1
61068,Thái Lan Sở,1,1
61069,Trương Văn Na,1,1
61070,Rạch Chèo,1,1
61071,Lý Minh Tuấn,1,1
61072,Vương Thế Mẫn,1,1
61073,Lệ Viễn,1,1
61074,Đá Cối,1,1
61075,Lê Đức Thắng,1,1
61076,tâm linh,1,1
61077,Đất Sen Hồng,1,1
61078,Lê Văn Bảy,1,1
61079,May Dina,1,1
61080,Bắc Ninh Phó Chánh,1,1
61081,Nguyễn Thành Thế,1,1
61082,Lào Điểm,1,1
61083,Thổ Nhĩ Kì,1,1
61084,Gouna,1,1
61085,Vĩnh Ái,1,1
61086,Brand Strengths,1,1
61087,Knowledge Score,1,1
61088,Familiarity Score,1,1
61089,Appeal Score,1,1
61090,Outbox,1,1
61091,Pháp Ngữ,1,1
61092,Tigray,1,1
61093,Phông Sa Lỳ,1,1
61094,Vũ Thị Phương Thảo,1,1
61095,Minh Chức,1,1
61096,Mulhouse,1,1
61097,Trần Quốc Đại,1,1
61098,Phạm Văn Điện,1,1
61099,Sơn Đông Trung Quốc,1,1
61100,Nguyễn Sỹ Hòa,1,1
61101,Đào Thắng,1,1
61102,Kim Giao,1,1
61103,LLVTND,1,1
61104,Kamal Sajjadi,1,1
61105,Aliasghar,1,1
61106,Sheikhi,1,1
61107,Panony,1,1
61108,Trâm Anh,1,1
61109,Nhung Phan,1,1
61110,Anhh,1,1
61111,Tramm,1,1
61112,Ngân Điêu,1,1
61113,Oteuru,1,1
61114,Z Sống,1,1
61115,Khuất Quang Thắng,1,1
61116,Nhau Studio,1,1
61117,Vụn Art,1,1
61118,Phượng Dực,1,1
61119,Zó,1,1
61120,Trương Hoàng,1,1
61121,An Trà,1,1
61122,WHO.,1,1
61123,Thế Đại Video,1,1
61124,Quê Hải Phòng,1,1
61125,Việt Nam Khối,1,1
61126,Cựu thanh niên,1,1
61127,Yak130,1,1
61128,Phạm Thị Trân,1,1
61129,Kampuchea,1,1
61130,Chea Thirith,1,1
61131,Ryzhenkov,1,1
61132,JOC.,1,1
61133,Chiềng Khương,1,1
61134,Xa Lép,1,1
61135,Bó Hin,1,1
61136,Chiềng Khừa,1,1
61137,Minh Vững,1,1
61138,Ranh Hạt,1,1
61139,FSEL.,1,1
61140,Leonard Reynolds,1,1
61141,Nguyễn Tiến Bình,1,1
61142,Peter Munckton,1,1
61143,Thăng Đặng,1,1
61144,Vongsone Inpanphim,1,1
61145,Hoàng Xuân Ánh,1,1
61146,David Ben,1,1
61147,The Gaia Hotel,1,1
61148,Volando,1,1
61149,Urai,1,1
61150,Volando Urai,1,1
61151,Wulai,1,1
61152,Chine Hotel,1,1
61153,Water World,1,1
61154,Kenting,1,1
61155,Thái Bình Dương Fiji,1,1
61156,Senses Fiji,1,1
61157,Michel Cousteau,1,1
61158,Malolo,1,1
61159,Wakaya,1,1
61160,Amanda Ho,1,1
61161,Sarah Dusek,1,1
61162,Few,1,1
61163,Lisa Hennessy,1,1
61164,Travaras,1,1
61165,Brian Young,1,1
61166,Adventures,1,1
61167,Khao Sok,1,1
61168,Elephant Sanctuary,1,1
61169,Koh Rong,1,1
61170,Melita Koulmandas,1,1
61171,Koulmandas,1,1
61172,Koh Ouen,1,1
61173,Koh Bong,1,1
61174,Trương Quang Khánh,1,1
61175,Gervais Ndirakobuca,1,1
61176,Emmanuel Sinzohagera,1,1
61177,Gelase,1,1
61178,Ndabirabe,1,1
61179,Albert Shingiro,1,1
61180,Enchanted Holiday,1,1
61181,Hanoi Harmony Package,1,1
61182,Hanoi Thai,1,1
61183,Suites Hanoi,1,1
61184,L7 Westlake,1,1
61185,Buriham United,1,1
61186,Supachai Jaided,1,1
61187,Osmar Vieira,1,1
61188,Ba Phó Trưởng,1,1
